canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(/C=C/c2ccc(Cl)cc2)cc1F,CHEMBL2431538,Inhibition,%,25.0,INH,%,25.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(C#Cc2ccccc2)cc1F,CHEMBL2431537,Inhibition,%,28.0,INH,%,28.0
Nc1ccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)cc1,CHEMBL2431536,Inhibition,%,90.0,INH,%,90.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(O)c(F)c2)cc1F,CHEMBL2431535,Inhibition,%,92.0,INH,%,92.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(OCc3ccccc3)c(F)c2)cc1F,CHEMBL2431534,Inhibition,%,21.0,INH,%,21.0
N#Cc1cccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)c1,CHEMBL2431533,Inhibition,%,57.0,INH,%,57.0
COc1ccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)cc1F,CHEMBL2431532,Inhibition,%,69.0,INH,%,69.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(F)c(F)c2)cc1F,CHEMBL2431531,Inhibition,%,54.0,INH,%,54.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccccc2Cl)cc1F,CHEMBL2431624,Inhibition,%,74.0,INH,%,74.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(Cl)c2)cc1F,CHEMBL2431623,Inhibition,%,41.0,INH,%,41.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(Cl)cc2)cc1F,CHEMBL2431622,Inhibition,%,14.0,INH,%,14.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cc(F)ccc2F)cc1F,CHEMBL2431621,Inhibition,%,58.0,INH,%,58.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cc(F)cc(F)c2)cc1F,CHEMBL2431549,Inhibition,%,43.0,INH,%,43.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccccc2F)cc1F,CHEMBL2431548,Inhibition,%,63.0,INH,%,63.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(F)cc2)cc1F,CHEMBL2431547,Inhibition,%,41.0,INH,%,41.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(F)c2)cc1F,CHEMBL2431546,Inhibition,%,73.0,INH,%,73.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccccc2)cc1F,CHEMBL2431545,Inhibition,%,68.0,INH,%,68.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccccc2)c(F)c1,CHEMBL2431544,Inhibition,%,56.0,INH,%,56.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2cc(Br)ccc2c1,CHEMBL2431637,Inhibition,%,77.0,INH,%,77.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2cc(F)ccc2c1,CHEMBL2431636,Inhibition,%,65.0,INH,%,65.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2ccccc2c1F,CHEMBL2431635,Inhibition,%,91.0,INH,%,91.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(Br)cc1F,CHEMBL2431633,Inhibition,%,94.0,INH,%,94.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cc(Br)ccc1F,CHEMBL2431632,Inhibition,%,90.0,INH,%,90.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(F)cc1F,CHEMBL2431631,Inhibition,%,94.0,INH,%,94.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cc(F)ccc1F,CHEMBL2431630,Inhibition,%,80.0,INH,%,80.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,Inhibition,%,95.0,INH,%,95.0
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1,CHEMBL2431652,Inhibition,%,77.0,INH,%,77.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1,CHEMBL2431651,Inhibition,%,75.0,INH,%,75.0
Cl.O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCNCC2)cc1F,CHEMBL2431542,Inhibition,%,82.0,INH,%,82.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCOCC2)cc1F,CHEMBL2431540,Inhibition,%,94.0,INH,%,94.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(/C=C/c2ccc(Cl)cc2)cc1F,CHEMBL2431538,Inhibition,%,33.0,INH,%,33.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(C#Cc2ccccc2)cc1F,CHEMBL2431537,Inhibition,%,46.0,INH,%,46.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(-c2ccccc2)c1,CHEMBL2431543,Inhibition,%,92.0,INH,%,92.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccccc2)cc1,CHEMBL2429885,Inhibition,%,92.0,INH,%,92.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2ccccc2c1,CHEMBL2431634,Inhibition,%,95.0,INH,%,95.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccccc1Cl,CHEMBL2431629,Inhibition,%,97.0,INH,%,97.0
COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)cc1,CHEMBL2431628,Inhibition,%,92.0,INH,%,92.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(C(F)(F)F)cc1,CHEMBL2431627,Inhibition,%,91.0,INH,%,91.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(Oc2ccccc2)c1,CHEMBL2431626,Inhibition,%,91.0,INH,%,91.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(F)c1,CHEMBL2431625,Inhibition,%,98.0,INH,%,98.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccccc1F,CHEMBL2431650,Inhibition,%,98.0,INH,%,98.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccccc1,CHEMBL2431649,Inhibition,%,90.0,INH,%,90.0
O=C(CCCc1ccc(F)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,CHEMBL2431648,Inhibition,%,86.0,INH,%,86.0
O=C(CCc1ccc(C(F)(F)F)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,CHEMBL2431647,Inhibition,%,99.0,INH,%,99.0
COc1ccc(CCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)cc1,CHEMBL2431646,Inhibition,%,99.0,INH,%,99.0
O=C(CCCc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,CHEMBL2431645,Inhibition,%,97.0,INH,%,97.0
O=C(CCc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,CHEMBL2431644,Inhibition,%,99.0,INH,%,99.0
O=C(Cc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,CHEMBL2431643,Inhibition,%,98.0,INH,%,98.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCC(F)(F)CC1,CHEMBL2431642,Inhibition,%,94.0,INH,%,94.0
O=C(N[C@@H](Cc1c[nH]c2ccc(OCc3ccccc3)cc12)C(=O)Nc1ccncc1)C1CCCCC1,CHEMBL2429886,Inhibition,%,99.0,INH,%,99.0
O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)Nc1ccncc1)C1CCCCC1,CHEMBL2431641,Inhibition,%,94.0,INH,%,94.0
Cn1cc(C[C@H](NC(=O)C2CCCCC2)C(=O)Nc2ccncc2)c2ccccc21,CHEMBL2431640,Inhibition,%,96.0,INH,%,96.0
Cl.O=C(Nc1ccncc1)[C@H](Cc1c[nH]c2ccccc12)NCc1ccccc1F,CHEMBL2431658,Inhibition,%,23.0,INH,%,23.0
CN1CCCC(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)C1.Cl,CHEMBL2431657,Inhibition,%,54.0,INH,%,54.0
CN1CCC(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)CC1.Cl,CHEMBL2431656,Inhibition,%,19.0,INH,%,19.0
Cl.O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCNCC1,CHEMBL2431655,Inhibition,%,25.0,INH,%,25.0
Cc1noc(C)c1NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCCC1,CHEMBL2431654,Inhibition,%,22.0,INH,%,22.0
COc1cc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C2CCCCC2)ccn1,CHEMBL2431653,Inhibition,%,50.0,INH,%,50.0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,CHEMBL1294,Inhibition,%,36.0,INH,%,36.0
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,CHEMBL1109,Inhibition,%,21.0,INH,%,21.0
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1,CHEMBL2431652,Inhibition,%,99.0,INH,%,99.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1,CHEMBL2431651,Inhibition,%,96.0,INH,%,96.0
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C#N)n(-c3ccccc3C#N)c3ccccc23)c2ccccc2OC12CCOCC2.Cl,CHEMBL2431755,Inhibition,%,,INH,,
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C#N)n(-c3ccccc3C#N)c3ccccc23)c2ccccc2OC12CCOCC2.Cl,CHEMBL2431755,Inhibition,%,,INH,,
Cc1ccc(C(=O)O)cc1-c1cnc(N)c(N[C@H](C)c2ccc(Cl)cc2)n1,CHEMBL2430727,Inhibition,%,,INH,,
C[C@@H](Nc1nc(-c2cccc(C(=O)O)c2)cnc1N)c1ccccc1,CHEMBL2430737,Inhibition,%,,INH,,
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CHEMBL126,Inhibition,%,,INH,,
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(OC)ccc3c(Br)cccc23)c2ccccc2N(C(=O)CS(C)(=O)=O)[C@H]1C.Cl,CHEMBL2436217,Inhibition,%,,INH,,
Cc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,CHEMBL2442495,Inhibition,%,10.0,INH,%,10.0
O=C(O)c1csc(-n2nc(-c3ccccc3O)cc2C(F)(F)F)n1,CHEMBL2442490,Inhibition,%,10.0,INH,%,10.0
O=C(O)c1csc(-n2nc(-c3ccccc3)cc2C(F)(F)F)n1,CHEMBL1479261,Inhibition,%,10.0,INH,%,10.0
COc1ccc(-c2cc(C(F)(F)F)nn2-c2nc(C(=O)O)cs2)cc1,CHEMBL2442485,Inhibition,%,10.0,INH,%,10.0
CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2cc(Cl)c3cccnc3c2O)CC1,CHEMBL2442249,Inhibition,%,14.0,INH,%,14.0
O=C1CC(c2ccccc2)C(=O)N1CN1CCOCC1,CHEMBL2442370,Inhibition,%,19.0,INH,%,19.0
O=C1CC(c2ccccc2)C(=O)N1CN1CCOCC1,CHEMBL2442370,Inhibition,%,17.0,INH,%,17.0
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)C1CCOCC1,CHEMBL2441636,Inhibition,%,49.0,INH,%,49.0
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)C1CCOCC1,CHEMBL2441636,Inhibition,%,61.0,INH,%,61.0
Cc1nnc(-c2cccc(-c3cnn4ccc(NCCN)nc34)c2)o1,CHEMBL2442291,Inhibition,%,,INH,,
CN(CC(O)COc1ccc2cc(Br)ccc2c1)C1CCCCC1,CHEMBL2448706,Inhibition,%,11.0,% inhibition,%,11.0
CN(CC(O)COc1ccc2cc(Br)ccc2c1)C1CCCCC1,CHEMBL2448706,Inhibition,%,5.0,% inhibition,%,5.0
O=C(Nc1ccccc1-n1ccnc1)c1cnc(-c2ccccc2)s1,CHEMBL2448724,Inhibition,%,45.0,% inhibition,%,45.0
O=C(Nc1ccccc1-n1ccnc1)c1cnc(-c2ccccc2)s1,CHEMBL2448724,Inhibition,%,86.0,% inhibition,%,86.0
O=C(Nc1ccccc1-n1ccnc1)c1cnc(-c2ccccc2)nc1,CHEMBL2448725,Inhibition,%,27.0,% inhibition,%,27.0
O=C(Nc1ccccc1-n1ccnc1)c1cnc(-c2ccccc2)nc1,CHEMBL2448725,Inhibition,%,,% inhibition,%,
CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2sc(-c3ccccc3)nc2C)c1,CHEMBL2448729,Inhibition,%,96.0,% inhibition,%,96.0
CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2sc(-c3ccccc3)nc2C)c1,CHEMBL2448729,Inhibition,%,88.0,% inhibition,%,88.0
Cl.NCC(=O)N(Cc1cccnc1)c1cc(F)cc(-c2nc3ccccc3s2)c1,CHEMBL2448730,Inhibition,%,85.8,% inhibition,%,85.8
Cl.NCC(=O)N(Cc1cccnc1)c1cc(F)cc(-c2nc3ccccc3s2)c1,CHEMBL2448730,Inhibition,%,51.8,% inhibition,%,51.8
CS(=O)(=O)N(Cc1cnc[nH]1)c1ccc(-c2nc3ccccc3s2)cc1,CHEMBL2448735,Inhibition,%,48.0,% inhibition,%,48.0
CS(=O)(=O)N(Cc1cnc[nH]1)c1ccc(-c2nc3ccccc3s2)cc1,CHEMBL2448735,Inhibition,%,85.0,% inhibition,%,85.0
CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccn3)s2)c1,CHEMBL2448736,Inhibition,%,42.0,% inhibition,%,42.0
CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccn3)s2)c1,CHEMBL2448736,Inhibition,%,83.0,% inhibition,%,83.0
Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,CHEMBL2448737,Inhibition,%,49.0,% inhibition,%,49.0
Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,CHEMBL2448737,Inhibition,%,15.0,% inhibition,%,15.0
CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)cn2)c1,CHEMBL2448738,Inhibition,%,55.0,% inhibition,%,55.0
CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)cn2)c1,CHEMBL2448738,Inhibition,%,29.0,% inhibition,%,29.0
Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,CHEMBL2448739,Inhibition,%,73.0,% inhibition,%,73.0
Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,CHEMBL2448739,Inhibition,%,93.0,% inhibition,%,93.0
CCN(Cc1c[nH]cn1)c1ccc(-c2nc3ccccc3s2)cc1,CHEMBL2448740,Inhibition,%,37.0,% inhibition,%,37.0
CCN(Cc1c[nH]cn1)c1ccc(-c2nc3ccccc3s2)cc1,CHEMBL2448740,Inhibition,%,80.0,% inhibition,%,80.0
CC(=O)N(Cc1c[nH]cn1)c1ccc(-c2nc3ccccc3s2)cc1,CHEMBL2448742,Inhibition,%,0.3,% inhibition,%,0.3
CC(=O)N(Cc1c[nH]cn1)c1ccc(-c2nc3ccccc3s2)cc1,CHEMBL2448742,Inhibition,%,28.1,% inhibition,%,28.1
CS(=O)(=O)N(Cc1c[nH]cn1)c1ccc(-c2ccc(F)cc2)cc1F,CHEMBL2448745,Inhibition,%,51.6,% inhibition,%,51.6
CS(=O)(=O)N(Cc1c[nH]cn1)c1ccc(-c2ccc(F)cc2)cc1F,CHEMBL2448745,Inhibition,%,86.1,% inhibition,%,86.1
CC(C)Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,CHEMBL2448747,Inhibition,%,81.8,% inhibition,%,81.8
CC(C)Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,CHEMBL2448747,Inhibition,%,54.3,% inhibition,%,54.3
CCN(Cc1c[nH]cn1)c1ccc(-c2ccc(F)cc2)cc1F,CHEMBL2448748,Inhibition,%,39.0,% inhibition,%,39.0
CCN(Cc1c[nH]cn1)c1ccc(-c2ccc(F)cc2)cc1F,CHEMBL2448748,Inhibition,%,76.9,% inhibition,%,76.9
CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cncc(-c3ccccc3)n2)c1,CHEMBL2448752,Inhibition,%,91.9,% inhibition,%,91.9
CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cncc(-c3ccccc3)n2)c1,CHEMBL2448752,Inhibition,%,75.9,% inhibition,%,75.9
O=C(c1cc(C2CC2)on1)N(C1CCCCC1)C1CCCCC1,CHEMBL1970071,Inhibition,%,50.0,INH,%,50.0
Cc1cn(-c2ccc(CNS(=O)(=O)c3cc(F)ccc3F)cc2)c(C)n1,CHEMBL3086027,Inhibition,%,5.0,INH,%,5.0
COc1ccc2c(c1O)CCCC(CCCC#N)=C2c1cc(OC)c(OC)c(OC)c1,CHEMBL3093133,Inhibition,%,25.3,INH,%,25.3
COc1ccc2c(c1O)CCCC(CCC#N)=C2c1cc(OC)c(OC)c(OC)c1,CHEMBL3093137,Inhibition,%,31.4,INH,%,31.4
COc1ccc2c(c1O)CCCC(CC(O)CO)=C2c1cc(OC)c(OC)c(OC)c1,CHEMBL3093140,Inhibition,%,3.7,INH,%,3.7
COc1ccc2c(c1O)CCCC(Cc1ccccc1)=C2c1cc(OC)c(OC)c(OC)c1,CHEMBL3093141,Inhibition,%,33.9,INH,%,33.9
CCC1=C(c2cc(OC)c(OC)c(OC)c2)c2ccc(OC)c(O)c2CCC1,CHEMBL3093142,Inhibition,%,31.8,INH,%,31.8
COc1ccc2c(c1O)CCCC(C)=C2c1cc(OC)c(OC)c(OC)c1,CHEMBL3093143,Inhibition,%,39.6,INH,%,39.6
COc1ccc2c(c1O)CCCC=C2c1cc(OC)c(OC)c(OC)c1,CHEMBL518054,Inhibition,%,16.1,INH,%,16.1
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL107,Inhibition,%,9.1,INH,%,9.1
CC(=O)Nc1nc(C)c(-c2nc(N3CCCC(O)C3)no2)s1,CHEMBL3092376,Inhibition,%,,INH,,
NCCCCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,CHEMBL3091687,Inhibition,%,6.0,INH,%,6.0
CCOC(=O)C1=C(C)NC(=O)NC1c1ccsc1,CHEMBL1566489,Inhibition,%,,INH,,
CC1=C(C(=O)OC(C)C)C(c2ccco2)NC(=S)N1,CHEMBL3091713,Inhibition,%,,INH,,
CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,CHEMBL2180905,Inhibition,%,75.0,INH,%,75.0
NC(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(OC(F)(F)F)c1,CHEMBL3092208,Inhibition,%,60.0,INH,%,60.0
NC(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(C(F)(F)F)c1,CHEMBL3092207,Inhibition,%,61.0,INH,%,61.0
NC(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)cc1,CHEMBL2180901,Inhibition,%,,INH,,
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(OC(F)(F)F)c1,CHEMBL3092206,Inhibition,%,16.0,INH,%,16.0
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(C(F)(F)F)c1,CHEMBL3092205,Inhibition,%,75.0,INH,%,75.0
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(Cl)c1,CHEMBL3092204,Inhibition,%,78.0,INH,%,78.0
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(F)c1,CHEMBL3092203,Inhibition,%,,INH,,
CS(=O)(=O)c1ccc(Cl)c(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c1,CHEMBL3092202,Inhibition,%,69.0,INH,%,69.0
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)cc1,CHEMBL2180904,Inhibition,%,,INH,,
CS(=O)(=O)c1cccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c1,CHEMBL2180903,Inhibition,%,,INH,,
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,CHEMBL3092201,Inhibition,%,78.0,INH,%,78.0
CS(=O)(=O)c1cc(C#N)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,CHEMBL3092200,Inhibition,%,86.0,INH,%,86.0
CS(=O)(=O)c1ccc(C#N)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,CHEMBL3092199,Inhibition,%,59.0,INH,%,59.0
O[C@H](CNC1CCCCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,CHEMBL3099394,Inhibition,%,,INH,,
O[C@@H](CNC1CCCCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,CHEMBL3099393,Inhibition,%,,INH,,
OC(CNC1CCCCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,CHEMBL530733,Inhibition,%,,INH,,
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CC3CCOCC3)C2=O)cc1,CHEMBL3109550,Inhibition,%,,INH,,
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CC3CCCCC3)C2=O)cc1,CHEMBL3109549,Inhibition,%,,INH,,
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCOCC3)C2=O)cc1,CHEMBL3109544,Inhibition,%,,INH,,
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,CHEMBL3109542,Inhibition,%,,INH,,
Cc1ccccc1Cn1cc(C(=O)NCC2CC2)c2ncccc21,CHEMBL3109798,Inhibition,%,,INH,,
CC(C)(C)[C@@H](O)C(=O)N1CCS(=O)(=O)C[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,CHEMBL3114553,Inhibition,%,,INH,,
CC(C)(C)[C@@H](O)C(=O)N1CC[S+]([O-])C[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,CHEMBL3114554,Inhibition,%,,INH,,
CC(C)(C)[C@@H](O)C(=O)N1CCSC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,CHEMBL3114555,Inhibition,%,,INH,,
CC(C)(C)[C@@H](O)C(=O)N1CCOC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,CHEMBL3114556,Inhibition,%,,INH,,
CN1CCN(C(=O)[C@H](O)C(C)(C)C)[C@H](C(=O)NCc2cc(Cl)ccc2CN)C1.O=C(O)C(F)(F)F,CHEMBL3114557,Inhibition,%,,INH,,
CC(C)(C)[C@@H](O)C(=O)N1CCNC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,CHEMBL3114558,Inhibition,%,,INH,,
CC(C)(C)[C@@H](O)C(=O)N1CCCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,CHEMBL3114559,Inhibition,%,,INH,,
CC(C)(C)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,CHEMBL3114560,Inhibition,%,,INH,,
O=C1NN=C(c2ccc(OC3CCN(C4CCCC4)CC3)cc2)C2CC12,CHEMBL3121092,Inhibition,%,,INH,,
CC(C)N1CCC(Oc2ccc(C3=NNC(=O)C4CC34)cc2)CC1,CHEMBL3121090,Inhibition,%,,INH,,
CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,CHEMBL258734,Inhibition,%,,INH,,
CC(C)C[C@H]1C(=O)N[C@@H](c2cnco2)CN1C(=O)c1cc(-c2ccc(F)cc2)on1,CHEMBL3120392,Inhibition,%,,INH,,
CC(C)C[C@H]1C(=O)N[C@@H](c2cccs2)CN1C(=O)c1cc(-c2ccc(F)cc2)on1,CHEMBL3120443,Inhibition,%,,INH,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CC6(CN5C(=O)[C@@H](NC(=O)OC)C(C)C)OCCO6)[nH]4)cc3)cc2)[nH]1)C(C)C,CHEMBL3121951,Inhibition,%,,INH,,
